episode,timestep,reward
2248,2156000,55.8822
2254,2158000,58.5951
2257,2160000,56.786
2262,2162000,46.7029
2267,2164000,46.6814
2272,2166000,45.7795
2276,2168000,44.056
2281,2170000,59.1308
2285,2172000,49.172
2289,2174000,67.7711
2294,2176000,62.2454
2300,2178000,69.389
2304,2180000,69.352
2310,2182000,76.6081
2314,2184000,72.4865
2317,2186000,81.6728
2321,2188000,85.2217
2324,2190000,89.036
2327,2192000,88.3018
2332,2194000,86.1523
2335,2196000,83.4288
2338,2198000,79.7725
2342,2200000,81.9424
2346,2202000,83.9631
2349,2204000,81.8864
2353,2206000,81.8939
2357,2208000,83.7879
2362,2210000,69.5752
2366,2212000,67.8701
2373,2214000,61.9283
2379,2216000,58.8724
2384,2218000,33.4119
2389,2220000,29.8268
2394,2222000,37.3253
2399,2224000,22.562
2405,2226000,37.862
2410,2228000,40.8429
2416,2230000,29.8844
2421,2232000,21.6971
2423,2234000,-216.9966
2425,2236000,-238.5339
2427,2238000,-109.1712
2429,2240000,-102.8891
2431,2242000,-100.4874
2433,2244000,-98.7174
2437,2246000,79.2225
2441,2248000,81.2313
2445,2250000,84.6629
2448,2252000,51.6107
2451,2254000,77.6606
2455,2256000,75.2574
2459,2258000,73.41
2463,2260000,72.3421
2465,2262000,-3.7272
2467,2264000,-84.5059
2469,2266000,-80.5487
2471,2268000,-78.152
2473,2270000,-83.8941
2475,2272000,-86.1736
2480,2274000,47.0424
2483,2276000,79.5387
2487,2278000,39.8109
2491,2280000,38.1101
2495,2282000,51.4338
2499,2284000,56.9858
2503,2286000,50.675
2507,2288000,50.8783
2510,2290000,42.5771
2512,2292000,86.9672
2514,2294000,91.918
2516,2296000,-6.3227
2518,2298000,-15.4216
2520,2300000,-25.5267
2522,2302000,-15.8145
2524,2304000,-4.8621
2526,2306000,-4.439
2529,2308000,-4.4364
2531,2310000,-3.1869
2533,2312000,-3.0331
2535,2314000,-2.797
2537,2316000,-2.8108
2539,2318000,-2.6678
2541,2320000,-2.4856
2543,2322000,-2.5595
2545,2324000,-2.3266
2547,2326000,-2.3848
2549,2328000,-2.5366
2551,2330000,-2.4981
2553,2332000,-2.9409
2555,2334000,-2.7143
