episode,timestep,reward
1003,1002000,-15.7585
1005,1004000,-16.1776
1007,1006000,-16.0778
1009,1008000,-16.8224
1011,1010000,-16.1959
1013,1012000,-15.1119
1015,1014000,-15.7925
1017,1016000,-16.3615
1019,1018000,-15.9666
1021,1020000,-16.0964
1023,1022000,-16.6695
1025,1024000,-15.5564
1027,1026000,-16.6955
1029,1028000,-16.4872
1031,1030000,-15.9883
1033,1032000,-15.9112
1035,1034000,-16.9568
1037,1036000,34.6838
1040,1038000,88.9055
1042,1040000,86.7232
1045,1042000,53.1567
1048,1044000,87.7397
1052,1046000,90.2702
1054,1048000,87.1729
1057,1050000,87.1617
1061,1052000,89.1693
1064,1054000,89.566
1068,1056000,90.2028
1072,1058000,91.9445
1077,1060000,90.9383
1081,1062000,89.2996
1084,1064000,88.2778
1088,1066000,90.6298
1092,1068000,90.036
1096,1070000,89.9299
1101,1072000,92.2323
1105,1074000,90.2515
1110,1076000,90.7667
1114,1078000,90.773
1117,1080000,87.2286
1122,1082000,91.3015
1125,1084000,89.1277
1130,1086000,90.5516
1135,1088000,92.0976
1140,1090000,91.948
1145,1092000,91.3955
1151,1094000,90.9837
1156,1096000,92.4221
1163,1098000,92.4376
1169,1100000,91.6403
1175,1102000,93.0606
1182,1104000,91.8202
1188,1106000,91.4963
1194,1108000,91.662
1201,1110000,92.2297
1208,1112000,92.9408
1215,1114000,92.1156
1221,1116000,91.5224
1229,1118000,92.2781
1236,1120000,91.3445
1244,1122000,92.4884
1251,1124000,92.0445
1259,1126000,91.5581
1266,1128000,91.4663
1275,1130000,92.1504
1283,1132000,91.6475
1291,1134000,91.8664
1299,1136000,91.2072
1307,1138000,91.6681
1315,1140000,91.858
1324,1142000,91.2997
1334,1144000,91.545
1343,1146000,91.251
1351,1148000,90.8508
1360,1150000,91.6348
1369,1152000,92.2647
1379,1154000,90.8923
1388,1156000,90.7712
1397,1158000,91.0528
1406,1160000,91.0413
1416,1162000,91.625
1424,1164000,89.769
1433,1166000,90.4223
1443,1168000,91.5549
1453,1170000,89.4961
1463,1172000,90.7679
1474,1174000,90.4878
1483,1176000,90.0121
1494,1178000,88.834
1505,1180000,89.9227
1516,1182000,88.9847
1526,1184000,90.3133
1537,1186000,88.6366
1548,1188000,89.9798
1559,1190000,89.3845
1568,1192000,86.4321
1579,1194000,88.0085
1590,1196000,88.896
1603,1198000,90.3413
1615,1200000,87.8261
1626,1202000,86.9465
1638,1204000,87.4581
1650,1206000,89.1446
1661,1208000,86.1219
1673,1210000,88.1978
1685,1212000,88.6531
1695,1214000,85.7029
1708,1216000,89.3896
1719,1218000,84.5875
1732,1220000,87.8516
1745,1222000,88.7196
1757,1224000,87.4933
1770,1226000,85.4636
1783,1228000,87.2892
1795,1230000,86.192
1807,1232000,85.5262
1819,1234000,87.7626
1832,1236000,87.6157
1846,1238000,87.0372
1858,1240000,86.5852
1870,1242000,83.2034
1883,1244000,85.4672
1897,1246000,87.1827
1909,1248000,85.1521
1921,1250000,85.7019
1936,1252000,87.5367
1948,1254000,86.4076
1960,1256000,84.8911
1974,1258000,85.993
1986,1260000,86.5437
2000,1262000,87.0964
2013,1264000,83.7465
2026,1266000,87.0919
2039,1268000,83.9793
2053,1270000,87.1976
2066,1272000,86.4679
2079,1274000,84.9065
2092,1276000,85.3067
2105,1278000,85.6083
2120,1280000,87.2447
2133,1282000,83.2133
2147,1284000,86.771
2159,1286000,84.203
2172,1288000,84.3285
2185,1290000,83.72
2198,1292000,84.8623
2211,1294000,84.3461
2225,1296000,85.1014
2240,1298000,82.5372
2253,1300000,83.9506
2265,1302000,83.0493
2279,1304000,86.1717
2294,1306000,86.1448
2308,1308000,82.1359
2321,1310000,84.2189
2335,1312000,83.6358
2350,1314000,85.8168
2363,1316000,82.9844
2378,1318000,86.3134
2392,1320000,85.6753
2405,1322000,84.7405
2419,1324000,84.9332
2432,1326000,84.3794
2447,1328000,85.6813
2461,1330000,85.892
2473,1332000,82.3644
2488,1334000,84.4371
2500,1336000,84.9278
2512,1338000,80.5789
2526,1340000,83.2738
2540,1342000,85.7651
2555,1344000,84.599
2569,1346000,84.9388
