episode,timestep,reward
2264,2190000,-4.1406
2266,2192000,-4.0503
2268,2194000,-34.032
2270,2196000,-46.9876
2272,2198000,-41.0067
2274,2200000,-37.775
2276,2202000,-16.5589
2278,2204000,-6.7187
2280,2206000,-4.8554
2282,2208000,-4.0623
2284,2210000,-4.3865
2286,2212000,-4.1413
2288,2214000,-4.0721
2290,2216000,-4.0901
2292,2218000,-4.2069
2294,2220000,-4.6957
2296,2222000,-4.2204
2298,2224000,-4.2078
2300,2226000,-4.015
2302,2228000,-3.9967
2304,2230000,-3.9416
2306,2232000,-4.117
2308,2234000,-3.9952
2310,2236000,-4.0585
2312,2238000,-4.0866
2314,2240000,-4.2076
2316,2242000,-4.0924
2318,2244000,-3.9641
2320,2246000,-4.0621
2322,2248000,-4.0472
2324,2250000,-4.2367
2326,2252000,-2.8334
2328,2254000,-2.3136
2330,2256000,-2.2197
2332,2258000,-2.3333
2334,2260000,-2.2191
2336,2262000,-2.2586
2338,2264000,-2.1986
2340,2266000,-2.3017
2342,2268000,-2.3584
2344,2270000,-2.41
2346,2272000,-2.4056
2348,2274000,-3.0429
2350,2276000,-3.6656
2352,2278000,-2.7747
2354,2280000,-2.145
2356,2282000,-2.2889
2358,2284000,-2.3467
2360,2286000,-2.3444
2362,2288000,-2.3336
2364,2290000,-2.2796
2366,2292000,-2.2664
2368,2294000,-2.3323
2370,2296000,-2.4236
2372,2298000,-2.322
2374,2300000,-2.2283
2376,2302000,-2.3442
2378,2304000,-2.3422
2380,2306000,-2.5361
2382,2308000,-2.5522
2384,2310000,-2.4887
2386,2312000,-2.3871
2388,2314000,-5.647
2390,2316000,-7.1513
2392,2318000,-5.6867
2394,2320000,-4.5119
